Coverage	Frequency	Reads
561	4	2768643
562	7	2772577
563	2	2773703
564	3	2775395
565	1	2775960
566	1	2776526
567	3	2778227
568	1	2778795
569	2	2779933
570	3	2781643
571	3	2783356
572	2	2784500
573	2	2785646
574	1	2786220
575	1	2786795
576	1	2787371
577	3	2789102
579	4	2791418
580	6	2794898
581	1	2795479
582	2	2796643
583	1	2797226
584	2	2798394
585	2	2799564
587	3	2801325
588	1	2801913
589	1	2802502
590	1	2803092
591	2	2804274
592	2	2805458
593	2	2806644
594	2	2807832
595	2	2809022
598	1	2809620
599	4	2812016
600	2	2813216
601	2	2814418
602	3	2816224
603	4	2818636
604	2	2819844
606	1	2820450
607	1	2821057
608	1	2821665
609	1	2822274
610	2	2823494
611	2	2824716
612	1	2825328
614	2	2826556
615	2	2827786
616	1	2828402
617	4	2830870
618	2	2832106
620	2	2833346
622	1	2833968
623	4	2836460
624	2	2837708
625	1	2838333
626	1	2838959
628	2	2840215
630	1	2840845
632	1	2841477
637	2	2842751
638	2	2844027
639	1	2844666
641	5	2847871
645	1	2848516
646	1	2849162
647	1	2849809
648	2	2851105
649	3	2853052
650	1	2853702
651	2	2855004
652	3	2856960
653	1	2857613
654	3	2859575
655	2	2860885
656	1	2861541
657	1	2862198
658	2	2863514
659	1	2864173
660	2	2865493
662	2	2866817
663	3	2868806
664	1	2869470
665	2	2870800
666	2	2872132
667	1	2872799
669	2	2874137
672	1	2874809
674	2	2876157
675	1	2876832
677	1	2877509
679	2	2878867
680	1	2879547
681	1	2880228
683	1	2880911
685	2	2882281
688	1	2882969
689	1	2883658
694	1	2884352
697	1	2885049
698	1	2885747
704	2	2887155
706	1	2887861
709	2	2889279
712	1	2889991
716	1	2890707
719	2	2892145
720	2	2893585
721	2	2895027
722	1	2895749
729	1	2896478
730	2	2897938
731	1	2898669
735	1	2899404
740	2	2900884
743	1	2901627
744	1	2902371
745	2	2903861
747	1	2904608
748	1	2905356
752	2	2906860
754	1	2907614
755	2	2909124
760	2	2910644
761	1	2911405
763	1	2912168
765	1	2912933
766	1	2913699
769	1	2914468
770	1	2915238
771	1	2916009
773	1	2916782
775	1	2917557
778	2	2919113
784	1	2919897
788	1	2920685
790	1	2921475
791	1	2922266
794	1	2923060
809	1	2923869
810	1	2924679
811	1	2925490
814	1	2926304
817	1	2927121
819	1	2927940
820	1	2928760
822	1	2929582
826	1	2930408
830	1	2931238
833	1	2932071
834	1	2932905
840	1	2933745
841	2	2935427
843	1	2936270
849	1	2937119
857	1	2937976
860	1	2938836
864	1	2939700
869	1	2940569
874	1	2941443
875	1	2942318
884	1	2943202
885	1	2944087
897	1	2944984
900	1	2945884
903	1	2946787
905	1	2947692
908	1	2948600
913	1	2949513
925	1	2950438
926	1	2951364
938	1	2952302
957	1	2953259
965	1	2954224
980	1	2955204
981	1	2956185
996	1	2957181
1022	1	2958203
1027	1	2959230
1049	1	2960279
1069	1	2961348
1082	1	2962430
1301	1	2963731
1383	1	2965114
2155	1	2967269
2181	1	2969450
