PC3	Age	Acetobacter	Acinetobacter	Akkermansia	Altererythrobacter	Ameyamaea	Anaerobacillus	Bacillus	Brucella	Carnobacterium	Corynebacterium_1	Curvibacter	Cutibacterium	Enhydrobacter	Escherichia/Shigella	Gemella	Klebsiella	Lactobacillus	Lawsonella	Mangrovibacter	Massilia	Methylobacterium	Micrococcus	Paracoccus	Proteus	Pseudomonas	Ralstonia	Serratia	Sphingobium	Staphylococcus	Stenotrophomonas	Streptococcus	Wolbachia
high	Late	0.991335770293272	0	0	0	5.5808242877473e-05	0	0	0	1.39520607193683e-05	0	0	4.18561821581047e-05	0	5.5808242877473e-05	0	0	0.00366939196919385	0	0	0	0	5.5808242877473e-05	0	0	0.000251137092948629	0.00173005552920166	1.39520607193683e-05	0	4.18561821581047e-05	0	1.39520607193683e-05	0
high	Late	0.992770603115431	0	3.99414192517641e-05	0	6.65690320862735e-05	0	0	0	5.32552256690188e-05	0	0	0	0	0	0	0	0.00174410864066036	0	1.33138064172547e-05	0	0	0	0	0	0.000319531354014113	0.00279589934762349	0.000133138064172547	0	1.33138064172547e-05	0	0	0
high	Late	0.99236797274276	0	0	0	8.51788756388416e-05	0	0	0	0	0	0	1.70357751277683e-05	0	0	0	0	0.0020954003407155	0	5.11073253833049e-05	0	0	0	0	1.70357751277683e-05	0.000459965928449744	0.00289608177172061	1.70357751277683e-05	0	0	0	0	0
high	Late	0.98929513425226	0	0	0	9.93234966285191e-05	0	2.20718881396709e-05	0	5.51797203491773e-05	4.41437762793418e-05	0	5.51797203491773e-05	1.10359440698355e-05	2.20718881396709e-05	0	0	0.00154503216977696	0	1.10359440698355e-05	0	2.20718881396709e-05	1.10359440698355e-05	0	0	0.000893911469656672	0.00533036098573052	0.000110359440698355	0	0	0	0	0
high	Late	0.992027610993054	0	0	0	2.85237531554402e-05	0	2.85237531554402e-05	0	2.85237531554402e-05	0	0	1.42618765777201e-05	0	0	0	2.85237531554402e-05	0.00132635452172797	0	1.42618765777201e-05	0	0	0	0	0	0.000484903803642483	0.00397906356518391	9.98331360440407e-05	0	2.85237531554402e-05	0	5.70475063108804e-05	0
low	Early	0.98310248789697	0	0	0	0	0	0	0	7.47677526682742e-05	3.73838763341371e-05	0	1.86919381670685e-05	1.86919381670685e-05	0	0	0	0.000299071010673097	0	0	0	0	0	1.86919381670685e-05	0	0.000205611319837754	0.0036262360044113	0	0	1.86919381670685e-05	0	0	1.86919381670685e-05
high	Early	0.985045343564702	4.35995814440181e-05	0	0	0	0	0	0	0	4.35995814440181e-05	0	4.35995814440181e-05	0.000348796651552145	8.71991628880363e-05	0	0	0.000217997907220091	0	0.000261597488664109	0	0	0	0	0	0.000610394140216254	0.00994070456923614	4.35995814440181e-05	0	0.000305197070108127	0	0	0
low	Early	0.98426147363626	0	0	9.11057966063091e-05	0	0	0	0	0	0	0	6.83293474547318e-05	0	2.27764491515773e-05	0	0	0.00462361917777019	0	0.000136658694909464	2.27764491515773e-05	0.000113882245757886	0	0	0	0.000182211593212618	0.005010818813347	2.27764491515773e-05	0	2.27764491515773e-05	0	0	0
low	Early	0.956026134099439	4.63370557434781e-05	0	0	0	0	0	0	0	9.26741114869561e-05	0	0.000417033501691303	0	9.26741114869561e-05	0	0	0.0108428710439739	0.000139011167230434	0.000463370557434781	0	0	0.000139011167230434	0	0	0.00166813400676521	0.0247439877670173	0.000370696445947824	0	4.63370557434781e-05	9.26741114869561e-05	9.26741114869561e-05	0
low	Early	0.993610309057855	0	0	0	0	0	0	0	0	2.67351085445407e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000240615976900866	0.00205860335792963	2.67351085445407e-05	0	2.67351085445407e-05	0	2.67351085445407e-05	0
low	Early	0.992460438687603	1.22197103928637e-05	0	2.44394207857274e-05	0	0	0	0	0	0	0	8.55379727500458e-05	0	0	0	0	0.00046434899492882	0	4.88788415714548e-05	0	0.000219954787071546	0	2.44394207857274e-05	0	0.000158856235107228	0.00243172236817987	0	0	1.22197103928637e-05	0	3.66591311785911e-05	0
low	Early	0.98218798600311	0.000121500777604977	0	0	1.21500777604977e-05	0	3.6450233281493e-05	0	0	0	0	7.2900466562986e-05	0	4.86003110419907e-05	0	0	0	0	6.07503888024883e-05	0	0	0	0	0	0.000692554432348367	0.0159652021772939	9.72006220839813e-05	1.21500777604977e-05	0	4.86003110419907e-05	2.43001555209953e-05	0
low	Early	0.996552959083177	7.46112752559167e-06	0	2.2383382576775e-05	0	0	0	0	0	1.49222550511833e-05	0	0	0	0	7.46112752559167e-06	0	7.46112752559167e-06	0	4.476676515355e-05	0	8.95335303071e-05	0	0	0	0.000149222550511833	0.00240248306324052	7.46112752559167e-06	0	0	0	0	0
low	Early	0.982193242788848	0.000321632724667768	0	0	0	0	0	0	4.38590079092411e-05	0	0	1.46196693030804e-05	0	2.92393386061607e-05	0	0	0.000131577023727723	0	1.46196693030804e-05	0	2.92393386061607e-05	0	1.46196693030804e-05	1.46196693030804e-05	0.000350872063273929	0.00422508442859023	2.92393386061607e-05	0	0	1.46196693030804e-05	0	0
low	Early	0.991269826337278	0	0	8.46676325048449e-05	0	2.82225441682816e-05	0	0	1.88150294455211e-05	0	0	2.82225441682816e-05	1.88150294455211e-05	2.82225441682816e-05	0	0	0.000442153191969745	9.40751472276054e-06	0.000103482661950366	0	0.000197557809177971	0	1.88150294455211e-05	0	0.000366893074187661	0.00587969670172534	5.64450883365632e-05	0	9.40751472276054e-06	0	0	0
high	Early	0.0428094885100074	0.00203854707190512	0	0.000185322461082283	0	0	0.000185322461082283	0	0.000185322461082283	0	0	0	0.0011119347664937	0.00370644922164566	0	0	0	0	0	0	0.000926612305411416	0	0	0	0.0448480355819125	0.868977020014826	0.00630096367679763	0	0	0.0011119347664937	0	0
high	Early	0.492813444387116	0.00162158177931746	0	0	0	0	0.000515957838873738	0	0.000737082626962482	0	0.000147416525392497	0.000810790889658731	0.000368541313481241	0.00125304046583622	0	0	0.000221124788088745	0	0.00832903368467605	0.00103191567774748	0	0.000368541313481241	0.000442249576177489	0	0.0158472764796934	0.452347608166876	0.00331687182133117	0	0.000589666101569986	0.000147416525392497	0	0
high	Early	0.68576353680795	0.00101399310484689	0	0	0	0	0.00035489758669641	0	0.000760494828635165	0.000709795173392821	0	0.00157168931251267	0	0.00141959034678564	0	0	0.000304197931454066	0.000861894139119854	0.0013688906915433	0	0	0	0	0	0.015463394848915	0.279557899006287	0.00177448793348205	0	0.000760494828635165	0	0	5.06996552423444e-05
low	Early	0.974675873214089	0.000238733610019466	0	5.50923715429537e-05	0	0	0	0	0.000128548866933559	0.000385646600800676	0	3.67282476953025e-05	0.00029382598156242	9.18206192382561e-05	0	0	0.000128548866933559	0	0.00029382598156242	0	0.000330554229257722	1.83641238476512e-05	3.67282476953025e-05	0	0.00130385279318324	0.0164726190913432	0.000275461857714768	0.000128548866933559	5.50923715429537e-05	0	3.67282476953025e-05	0
low	Early	0.947805036459717	5.90440764030349e-05	0	0.000413308534821244	0	0	0	0	0.000147610191007587	5.90440764030349e-05	0	0	0	2.95220382015174e-05	0	0	0	0	0.000649484840433383	5.90440764030349e-05	0.00112183745165766	0	0	0	0.00256841732353202	0.0339503439317451	0.000472352611224279	0	2.95220382015174e-05	0	0	0
low	Early	0.96775466074455	0.000248378236222313	0	0.000116883875869324	0	2.9220968967331e-05	0	0	8.76629069019929e-05	0.000248378236222313	0	0.000131494360352989	0.000102273391385658	1.46104844836655e-05	0	8.76629069019929e-05	0.00077435567763427	4.38314534509964e-05	0.000394483081058968	8.76629069019929e-05	0.000555198410379288	7.30524224183274e-05	8.76629069019929e-05	1.46104844836655e-05	0.00111039682075858	0.0181900531821635	0.000189936298287651	0	0.000116883875869324	0	0	1.46104844836655e-05
low	Early	0.22938926263026	0.000527634876665348	0	0	0	0	0.000395726157499011	0.000791452314998021	0.00158290462999604	0	0.000527634876665348	0.00184672206832872	0.000131908719166337	0.00184672206832872	0	0	0	0	0.00158290462999604	0	0	0	0	0	0.0267774699907664	0.719430154333201	0.00408917029415644	0	0	0	0	0
low	Early	0.846407441203308	0.00026491625702764	0	0	2.94351396697377e-05	0	0	0	0.00026491625702764	0	0	0.000147175698348689	0	0.000559267653725017	0	0	0.00194271921820269	0	0.0010891001677803	0.0049156683248462	0	0	0	0	0.00621081447031466	0.118388131751685	0.00091248932976187	0	0	0	0	0.000147175698348689
low	Early	0.977763772083588	7.87820298189983e-05	0	0.000413605656549741	0	0	7.87820298189983e-05	0	0	0	0	7.87820298189983e-05	0	3.93910149094991e-05	0	0	0.000433301164004491	0	0.000275737104366494	1.96955074547496e-05	0.00131959899946822	1.96955074547496e-05	1.96955074547496e-05	0	0.000551474208732988	0.0093356705335513	0.000118173044728497	0	1.96955074547496e-05	0	1.96955074547496e-05	0
low	Early	0.984708869943769	8.16252494104843e-05	0	0.000235806276074732	9.06947215672048e-06	1.8138944313441e-05	0	0	2.72084164701614e-05	2.72084164701614e-05	0	9.97641937239253e-05	0.000108833665880646	1.8138944313441e-05	0	1.8138944313441e-05	0.000925086159985489	0	6.34863050970434e-05	0.000444404135679303	0.000607654634500272	4.53473607836024e-05	1.8138944313441e-05	0	0.000507890440776347	0.00740068927988391	5.44168329403229e-05	0	0.000136042082350807	0	0	0
low	Early	0.935120311955109	6.34055099388137e-05	0	0.00182290841074089	0	0.000253622039755255	4.75541324541103e-05	0	1.58513774847034e-05	0.000142662397362331	0	0.000110959642392924	1.58513774847034e-05	0.000301176172209365	0	0	0.000110959642392924	6.34055099388137e-05	0.000364581682148179	0.000301176172209365	0.00393114161620645	3.17027549694068e-05	0	0	0.00201312494055733	0.0350473956186793	0.000174365152331738	0	6.34055099388137e-05	0	1.58513774847034e-05	3.17027549694068e-05
high	Early	0.938802368940557	1.29027263460769e-05	0	0.000129027263460769	0	2.58054526921539e-05	0	0	0	6.45136317303846e-05	0	2.58054526921539e-05	1.29027263460769e-05	0	0	0	0	0	0.000103221810768615	3.87081790382308e-05	0.000735455401726385	3.87081790382308e-05	2.58054526921539e-05	0	0.000309665432305846	0.00459337057920339	2.58054526921539e-05	0	3.87081790382308e-05	0	5.16109053843077e-05	0.0293795078900172
high	Early	0.898778867889352	0.000174780359348419	0	0	0	0	0	0	2.33040479131225e-05	8.15641676959288e-05	4.6608095826245e-05	0	4.6608095826245e-05	5.82601197828063e-05	0	0	0	2.33040479131225e-05	0.000198084407261541	0	0	0	1.16520239565613e-05	0	0.00184101978513668	0.0237118687516022	0.000198084407261541	0	3.49560718696838e-05	0	9.321619165249e-05	0.039383840973177
high	Early	0.769593318909086	4.13433843694445e-05	0	0.000468558356187037	0	0	0	0	2.75622562462963e-05	1.37811281231482e-05	0	1.37811281231482e-05	4.13433843694445e-05	5.51245124925926e-05	0	0	0	1.37811281231482e-05	0.000261841434339815	5.51245124925926e-05	0.000799305431142593	0	1.37811281231482e-05	0	0.000620150765541667	0.00985350660805094	0.000124030153108333	0	0	0	0	0.101084574783292
high	Early	0.941033812358447	3.34048196473787e-05	0	0.000160343134307418	0	6.68096392947574e-06	0	0	6.68096392947574e-06	2.00428917884272e-05	0	0.000126938314660039	3.34048196473787e-05	2.00428917884272e-05	0	0	1.33619278589515e-05	0	6.68096392947574e-05	6.01286753652817e-05	0.000300643376826409	6.68096392947574e-06	0	0	0.000374133980050642	0.0051777470453437	6.01286753652817e-05	6.68096392947574e-06	2.6723855717903e-05	6.68096392947574e-06	0	0.0269176036718578
low	Early	0.988644891832806	1.63148105850491e-05	0	3.26296211700982e-05	1.63148105850491e-05	0	0	0	6.52592423401964e-05	9.78888635102946e-05	0	4.89444317551473e-05	4.89444317551473e-05	8.15740529252455e-05	0	0	0	0	4.89444317551473e-05	3.26296211700982e-05	0.000277351779945835	0	0	3.26296211700982e-05	0.000587333181061768	0.00768427578555813	6.52592423401964e-05	0	9.78888635102946e-05	0	1.63148105850491e-05	0
low	Early	0.976237623762376	1.92252234932231e-05	0	0	0	0	3.84504469864462e-05	0	0.000173027011439008	1.92252234932231e-05	0	3.84504469864462e-05	3.84504469864462e-05	1.92252234932231e-05	0	0	0	0	0.000211477458425454	3.84504469864462e-05	0	0	0	0	0.00136499086801884	0.0202826107853504	0.000288378352398347	0	9.61261174661155e-05	0	1.92252234932231e-05	0
low	Early	0.986019760257396	0	0	0	0	0	0	0	2.84729933657925e-05	0.000284729933657925	0	0.000484040887218473	0.00011389197346317	0	0	0	0	0.000142364966828963	0.000313202927023718	0	0	0.00011389197346317	2.84729933657925e-05	0	0.000768770820876399	0.0091683038637852	5.69459867315851e-05	0	0.000939608781071154	5.69459867315851e-05	2.84729933657925e-05	0
low	Early	0.91358024691358	0	0	0	0	0	0	0	0	0	0	0.0123456790123457	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0123456790123457	0	0	0	0	0	0
high	Early	0.923196276183088	0.000290923196276183	0	0	0	0	0	0	0.000161623997931213	0.000323247995862426	0	0.000517196793379881	0.000614171192138609	0.000226273597103698	0	0	0	9.69743987587277e-05	0.00164856477889837	0.000678820791311094	3.23247995862426e-05	0.000193948797517455	0.00122834238427722	0	0.0030385311611068	0.0602534264287561	0.000872769588828549	0	0.00100206878717352	0.00012929919834497	0.00012929919834497	0
high	Early	0.398797595190381	0.00433124313142414	0	0	0	0	0	0	0.000258581679488008	0.00517163358976017	0	0.00407266145193613	0.00536556984937617	0.00109897213782404	0	0.00116361755769604	0	0.00155149007692805	0.00426659771155214	0.00271510763462409	0.00219794427564807	0.00362014351283212	0.00232723511539207	0	0.0168724545865925	0.48852543797272	0.00252117137500808	0	0.00588273320835219	0.000193936259616006	0.000129290839744004	0
high	Early	0.598860441024123	0.00140594938582211	0	0	0	0	0.000221992008287702	0	0.000295989344383602	0.000369986680479503	0	0.00369986680479503	0.000443984016575403	0.00103596270534261	0	0	0	0	0.00229391741897292	0	0	0.000813970697054906	0	0	0.0113955897587687	0.365768832322036	0.00310788811602782	0	0.000517981352671304	0.000295989344383602	0	0
high	Early	0.954789600289979	0	0	0.000560187168418625	0	1.64760931887831e-05	0	0	0.000148284838699048	1.64760931887831e-05	0	8.23804659439154e-05	6.59043727551323e-05	0.000280093584209312	0	0.000115332652321482	0	0	0.000939137311760635	0	0.00120275480278116	0	0	1.64760931887831e-05	0.00166408541206709	0.0290803044782021	0.000296569677398095	0	3.29521863775662e-05	0	0	0
high	Early	0.138066202090592	0.00130662020905923	0	0.0040650406504065	0	0	0.00116144018583043	0	0.000871080139372822	0.00159698025551684	0	0.00304878048780488	0	0.00232288037166086	0	0.00987224157955865	0.000435540069686411	0.000290360046457607	0.0078397212543554	0	0.0254065040650406	0.00145180023228804	0	0	0.0270034843205575	0.583478513356562	0.00566202090592335	0	0.000435540069686411	0.000290360046457607	0.000580720092915215	0
high	Early	0.182420971472629	0.0038550501156515	0	0	0	0.00015420200462606	0.00123361603700848	0	0.00277563608326908	0.00200462606013878	0	0.000925212027756361	0.00138781804163454	0.00262143407864302	0	0	0.00015420200462606	0	0.0131071703932151	0.00524286815728604	0.00185042405551272	0.000616808018504241	0.000771010023130301	0	0.0354664610639938	0.692212798766384	0.00632228218966847	0	0.00046260601387818	0	0	0
high	Early	0.227145667253339	0.0010353038616834	0	0.00010353038616834	0	0	0.000517651930841702	0	0	0.00165648617869345	0	0.00528004969458536	0.00289885081271353	0.00320944197121855	0	0.000310591158505021	0.000517651930841702	0.00238119888187183	0.00662594471477379	0.00341650274355523	0.00155295579252511	0.00393415467439694	0.000310591158505021	0	0.0266073092452635	0.661455637229527	0.00455533699140698	0	0.00383062428822859	0	0.000517651930841702	0
high	Early	0.120794487231455	0.00121605188488042	0	0.020064856100527	0	0	0	0	0.00141872719902716	0.00172274017024726	0	0.00141872719902716	0.00324280502634779	0.000608025942440211	0	0	0.00101337657073368	0.000405350628293474	0.007701661937576	0.00233076611268747	0.0687069314957438	0.00202675314146737	0.000304012971220105	0	0.0185447912444264	0.466659910822862	0.001925415484394	0.000101337657073368	0.00466153222537495	0.000304012971220105	0	0
low	Early	0.97906515069482	0.000120315225891837	0	9.02364194188775e-05	0	0	0	0	0	3.00788064729592e-05	0	0	0	3.00788064729592e-05	0	0	0.00499308187451122	0	3.00788064729592e-05	0	0.000391024484148469	0	0	0	0.000481260903567346	0.00595560368164591	3.00788064729592e-05	0	0	0	0	0
low	Early	0.9813042510572	4.94596532878305e-05	0	0	0	0	0	0	0	2.47298266439152e-05	0	7.41894799317457e-05	0.000197838613151322	4.94596532878305e-05	0	0	0.00835868140564335	2.47298266439152e-05	0.000123649133219576	4.94596532878305e-05	4.94596532878305e-05	4.94596532878305e-05	2.47298266439152e-05	0	0.000370947399658728	0.00628137596755447	4.94596532878305e-05	0	4.94596532878305e-05	0	0	0
low	Early	0.952937460518004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0151610865445357	0	0	0	0	0	0	0	0.000315855969677827	0.0101073910296905	0	0	0	0	0	0
low	Early	0.960756116877162	4.16822975282398e-05	0	0.000479346421574757	0	0	0	0	0	0.000250093785169439	0	8.33645950564795e-05	0.000104205743820599	0	4.16822975282398e-05	2.08411487641199e-05	0.0132966529115085	0	0.000208411487641199	4.16822975282398e-05	0.00235504981034555	0.000104205743820599	0	0	0.000229252636405319	0.00562711016631237	0.000125046892584719	0	8.33645950564795e-05	2.08411487641199e-05	4.16822975282398e-05	0
low	Early	0.940396791895314	2.81412691712396e-05	0	0.00334881103137752	0	0	0	2.81412691712396e-05	0	5.62825383424792e-05	0	8.44238075137189e-05	0.000196988884198677	8.44238075137189e-05	0	0	0	0.000140706345856198	0.000281412691712396	8.44238075137189e-05	0.00605037287181652	0.000140706345856198	5.62825383424792e-05	5.62825383424792e-05	0.00073167299845223	0.0118474743210919	0.000225130153369917	0	0.000281412691712396	0	8.44238075137189e-05	0
low	Early	0.800291545189504	0.00131195335276968	0	0.00102040816326531	0	0.00043731778425656	0	0	0	0	0	0.000145772594752187	0.000291545189504373	0.00116618075801749	0	0.000145772594752187	0	0	0.00174927113702624	0.000583090379008746	0.00612244897959184	0	0.000291545189504373	0	0.00962099125364431	0.139795918367347	0.00145772594752187	0	0.00102040816326531	0	0	0
low	Early	0.97048985757445	2.69745360379801e-05	0	0	0	0	8.09236081139404e-05	0	8.09236081139404e-05	2.69745360379801e-05	0	5.39490720759603e-05	0	0.000107898144151921	0	0	0	0	0.000134872680189901	0	0	2.69745360379801e-05	0	0	0.000647388864911524	0.0146201985325852	0.000188821752265861	0	2.69745360379801e-05	0	0	0
low	Early	0.937478391149015	0.000288118013138181	0	0	0	0	5.76236026276363e-05	2.88118013138181e-05	0	0.000921977642042181	0	0.000172870807882909	0.000230494410510545	0.000144059006569091	0	0.000115247205255273	2.88118013138181e-05	8.64354039414544e-05	0.000720295032845453	0	0.000144059006569091	0.000489800622334908	5.76236026276363e-05	0	0.002218508701164	0.0387230609657716	0.000201682609196727	0	0.000864354039414544	0	0.000115247205255273	0
low	Early	0.994654458366964	0	0	0	0	0	0	0	1.32315386956349e-05	1.32315386956349e-05	0	1.32315386956349e-05	2.64630773912698e-05	0	0	0	0	2.64630773912698e-05	7.93892321738095e-05	0	0	2.64630773912698e-05	0	0	7.93892321738095e-05	0.00220966696217103	0	0	6.61576934781746e-05	0	0	0
low	Early	0.993297178721589	0	0	2.03115796315479e-05	0	0	0	0	0	0	0	0	2.03115796315479e-05	6.09347388946438e-05	0	0	0	0	0	0	6.09347388946438e-05	2.03115796315479e-05	0	0	8.12463185261918e-05	0.00322954116141612	0	0	0	0	0	0
low	Early	0.995502867843293	1.47446955957594e-05	0	0	7.37234779787971e-06	0	0	0	0	7.37234779787971e-06	0	0	0	0	0	0	1.47446955957594e-05	0	3.68617389893986e-05	0	0	0	7.37234779787971e-06	0	5.89787823830377e-05	0.00154819303755474	2.94893911915189e-05	0	5.89787823830377e-05	0	0	0
low	Early	0.99537257276305	4.32469835228993e-05	0	0	0	0	0	8.64939670457986e-05	4.32469835228993e-05	0	0	2.16234917614496e-05	0.000151364442330147	2.16234917614496e-05	0	0	0	0	0	0	2.16234917614496e-05	2.16234917614496e-05	0	0	0	0.0031786532889331	2.16234917614496e-05	0	4.32469835228993e-05	0	0	2.16234917614496e-05
high	Late	0.992613908872902	2.39808153477218e-05	0	0	0	0	0	2.39808153477218e-05	0	0	0	7.19424460431655e-05	0.000143884892086331	0	0	0	0.00230215827338129	0	7.19424460431655e-05	0	0	0	0	0	7.19424460431655e-05	0.00258992805755396	7.19424460431655e-05	0	0	0	0	0
high	Late	0.979851657546018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009294016552847	0	2.26131789606983e-05	0	0	0	0	0	0.000158292252724888	0.00104020623219212	0	0	0	2.26131789606983e-05	0	0
low	Late	0.991045240999818	0	0	0	0	2.59558231889324e-05	0	2.59558231889324e-05	0	0	0	0	7.78674695667973e-05	0	0	2.59558231889324e-05	0.00153139356814701	0	0	0	0	0	0	0	2.59558231889324e-05	0.00238793573338178	2.59558231889324e-05	0	2.59558231889324e-05	2.59558231889324e-05	0	0
low	Late	0.987849124601261	0	0	2.43504517008791e-05	0	0	0	0	0	2.43504517008791e-05	0	0	7.30513551026372e-05	0	0	0	0.00136362529524923	0	7.30513551026372e-05	0	0.000365256775513186	0	0	0	0.000170453161906153	0.0020941388462756	0	7.30513551026372e-05	0	0	0	0
low	Late	0.99094601236516	2.58685360995421e-05	0	0	0	0	0	0	0	0.000258685360995421	0	0	0.000129342680497711	0	0	0	0.00124168973277802	7.76056082986264e-05	0.000129342680497711	0	0	5.17370721990843e-05	0	0	0.000336290969294048	0.00341464676513956	2.58685360995421e-05	0	0	0	0	0
low	Late	0.994138390042269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00114429835828215	0	4.67060554400878e-05	0	2.33530277200439e-05	0	0	0	0.000163471194040307	0.00175147707900329	2.33530277200439e-05	0	0	2.33530277200439e-05	0	0
low	Late	0.992528158804505	0	0	0	0	0	0	2.78800044608007e-05	0	2.78800044608007e-05	0	0	2.78800044608007e-05	0	0	0	0.00273224043715847	0	2.78800044608007e-05	2.78800044608007e-05	2.78800044608007e-05	0	0	0	0.000111520017843203	0.00139400022304004	0	8.36400133824021e-05	0	0	0	0
low	Late	0.99065985917197	2.41972560311661e-05	0	2.41972560311661e-05	0	0	0	2.41972560311661e-05	0	2.41972560311661e-05	0	2.41972560311661e-05	9.67890241246643e-05	0.00012098628015583	0	0	0.00237133109105427	0	0.000169380792218162	0	7.25917680934982e-05	2.41972560311661e-05	0	0	0.000193578048249329	0.00295206523580226	0	7.25917680934982e-05	0	0	0	0
low	Late	0.986737599280683	2.4976272541086e-05	0	0	0	0	0	0	0	9.99050901643439e-05	0	4.99525450821719e-05	0.00154852889754733	0	0	0	0.00204805434836905	0	4.99525450821719e-05	0	0	2.4976272541086e-05	0	0	0.000349667815575204	0.00272241370697837	4.99525450821719e-05	0	0.000149857635246516	2.4976272541086e-05	0	0
low	Late	0.992362259552616	0	0	4.35198885890852e-05	0	0	0	0	2.17599442945426e-05	6.52798328836278e-05	0	2.17599442945426e-05	2.17599442945426e-05	0.000174079554356341	0	0	0.00115327704761076	2.17599442945426e-05	8.70397771781704e-05	0	0.00050047871877448	2.17599442945426e-05	0	0	0.000239359387239969	0.00191487509791975	0	0.000261119331534511	4.35198885890852e-05	4.35198885890852e-05	2.17599442945426e-05	0
high	Late	0.994395763577213	2.37467645033364e-05	0	0	0	0	0	0	0	0	0	0	2.37467645033364e-05	0	0	0	0.000403694996556719	0	4.74935290066728e-05	0	2.37467645033364e-05	0	2.37467645033364e-05	0	0.000308707938543373	0.00346702761748712	0	0	0	2.37467645033364e-05	0	0
high	Late	0.935273159144893	0	0	4.39869798539632e-05	0	0	0	4.39869798539632e-05	0	2.19934899269816e-05	2.19934899269816e-05	4.39869798539632e-05	4.39869798539632e-05	0	0	0	0.000153954429488871	0	0	6.59804697809448e-05	0.000241928389196798	0	0	0	6.59804697809448e-05	0.00175947919415853	0	0.000219934899269816	4.39869798539632e-05	2.19934899269816e-05	0	0.0276458168382159
high	Late	0.877676223863779	6.26017278076875e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.26017278076875e-05	0	0	0	0	0	0.000125203455615375	0.00175284837861525	6.26017278076875e-05	0	3.13008639038437e-05	3.13008639038437e-05	0	0.0747464630023789
low	Late	0.994710657240115	0	0	2.61848651479445e-05	0	0	0	0	0	7.85545954438335e-05	0	0	2.61848651479445e-05	0	0	0	0.000130924325739722	0	2.61848651479445e-05	0	7.85545954438335e-05	2.61848651479445e-05	0	0	2.61848651479445e-05	0.00130924325739722	0	2.61848651479445e-05	0	0	0	2.61848651479445e-05
low	Late	0.993981852972039	0	0	0	0	0	0	0	0	0	0	0	3.08622924510833e-05	0	0	0	6.17245849021665e-05	0	3.08622924510833e-05	0	0.000154311462255416	0	0	0	0.000123449169804333	0.00154311462255416	0	0	0	0	0	9.25868773532498e-05
low	Late	0.993245266695505	0	0	0	3.32745482980069e-05	0	0	0	0	6.65490965960137e-05	0	0	0	0	0	0	9.98236448940206e-05	0	3.32745482980069e-05	0	0	0	0	0	9.98236448940206e-05	0.00123115828702625	3.32745482980069e-05	0	0	0	0	0.000133098193192027
low	Late	0.986537700096159	0	0	0	0	0	0	5.65642853102551e-05	0	2.82821426551276e-05	0	2.82821426551276e-05	8.48464279653827e-05	0	0	0	0.00588268567226653	0	0	0	0	0	0	0	0.00011312857062051	0.00169692855930765	2.82821426551276e-05	0	0	0	0	8.48464279653827e-05
low	Late	0.985481406011207	0	0	0	0	0	0	0	3.18390219052471e-05	6.36780438104941e-05	0	0	3.18390219052471e-05	0	0	0	0.000987009679062659	0	3.18390219052471e-05	0	0	0	9.55170657157412e-05	0	6.36780438104941e-05	0.000891492613346918	0	0	0	0	0	0.000159195109526235
low	Late	0.991646604983032	0	0	0	0	0	0	8.70145314267483e-05	0	0	0	0	0	0	0	0	0.00229138266090437	0	0	0	0	0	2.90048438089161e-05	0	0.000116019375235664	0.000986164689503147	0	0	0	0	0	0.000203033906662413
low	Late	0.989768012070917	0	0	3.4927420819537e-06	0	0	5.23911312293055e-06	1.04782262458611e-05	1.74637104097685e-06	8.73185520488425e-06	0	3.4927420819537e-06	3.4927420819537e-05	0	0	0	0.00180574765637006	0	1.39709683278148e-05	0	2.27028235326991e-05	1.04782262458611e-05	0	0	0.000118753230786426	0.00113339480559398	1.04782262458611e-05	5.23911312293055e-06	0	1.2224597286838e-05	0	5.23911312293055e-06
low	Late	0.99434599215345	0	0	0	0	0	0	7.0183811402062e-06	0	8.42205736824744e-06	0	0	4.35139630692784e-05	0	0	0	0.000571296224812785	1.40367622804124e-06	1.26330860523712e-05	0	0	0	4.21102868412372e-06	0	7.15874876301032e-05	0.00107802334313567	1.40367622804124e-05	0	0	0	0	8.42205736824744e-06
high	Late	0.985502360080917	0	0	0	3.74616018580955e-05	0	0	0	3.74616018580955e-05	0	0	0	3.74616018580955e-05	0	0	0	0.0016483104817562	0	7.49232037161909e-05	3.74616018580955e-05	0	0	0	0	0.000337154416722859	0.00550685547314003	0.000149846407432382	0	0	7.49232037161909e-05	0	0.000149846407432382
high	Late	0.993200725255973	0	0	0	0	0	0	0	0	0	0	5.33276450511945e-05	7.99914675767918e-05	0	0	0	0.000719923208191126	0	0	0	0	2.66638225255973e-05	0	0	0.000373293515358362	0.00378626279863481	5.33276450511945e-05	0	5.33276450511945e-05	2.66638225255973e-05	5.33276450511945e-05	7.99914675767918e-05
