sample	input	filtered	percent.pass	denoised	merged	percent.merged	non-chimeric	percent.non-chimeric	forward-trunc.	reverse-trunc.
E11B	87696	74483	84.93	74170	70	0.08	47	0.05	200	225
E11C	95594	78733	82.36	78076	480	0.5	477	0.5	200	225
E12A	66702	59155	88.69	59006	8	0.01	8	0.01	200	225
E12B	99901	88241	88.33	88029	65	0.07	65	0.07	200	225
E12C	146858	130012	88.53	129714	10	0.01	10	0.01	200	225
E14A	130829	112715	86.15	112183	101	0.08	101	0.08	200	225
E14B	84586	74660	88.27	74469	26	0.03	26	0.03	200	225
E14D	80001	68372	85.46	67764	146	0.18	146	0.18	200	225
E15A	55934	45436	81.23	45029	155	0.28	155	0.28	200	225
E15C	90660	74461	82.13	74057	368	0.41	368	0.41	200	225
E15D	91524	76021	83.06	75526	246	0.27	246	0.27	200	225
E17A	74993	57067	76.1	56209	1289	1.72	1145	1.53	200	225
E17B	39698	31200	78.59	30744	289	0.73	284	0.72	200	225
E17C	52394	39956	76.26	39298	667	1.27	667	1.27	200	225
E17D	18688	14170	75.82	14028	42	0.22	42	0.22	200	225
E19A	62548	51657	82.59	51264	248	0.4	248	0.4	200	225
E19B	96491	78529	81.38	78000	567	0.59	567	0.59	200	225
E19C	109705	86073	78.46	85029	1482	1.35	1451	1.32	200	225
E19D	46879	36838	78.58	36587	122	0.26	119	0.25	200	225
E20A	86810	74329	85.62	74076	76	0.09	76	0.09	200	225
E20B	107416	93320	86.88	92935	98	0.09	98	0.09	200	225
E20C	138402	122043	88.18	121840	0	0	0	0	200	225
E22A	101194	86484	85.46	86253	16	0.02	16	0.02	200	225
E22B	144055	127255	88.34	127035	14	0.01	14	0.01	200	225
E22D	78502	67765	86.32	67574	7	0.01	7	0.01	200	225
E23B	86891	70486	81.12	70162	203	0.23	197	0.23	200	225
E23C	93865	82218	87.59	82041	31	0.03	31	0.03	200	225
E23D	154959	135896	87.7	135526	57	0.04	57	0.04	200	225
E24A	135722	109683	80.81	108838	726	0.53	706	0.52	200	225
E24B	75745	57546	75.97	57245	220	0.29	214	0.28	200	225
E24C	86781	75538	87.04	75334	19	0.02	19	0.02	200	225
E6A	127636	109024	85.42	108368	322	0.25	322	0.25	200	225
E6B	69684	59737	85.73	59158	141	0.2	141	0.2	200	225
E6D	52666	41430	78.67	41182	165	0.31	165	0.31	200	225
L10A	77831	68197	87.62	68044	0	0	0	0	200	225
L10B	97025	84356	86.94	84202	0	0	0	0	200	225
L10C	147240	127249	86.42	126990	17	0.01	17	0.01	200	225
L10D	91473	79874	87.32	79697	25	0.03	25	0.03	200	225
L11A	90428	75755	83.77	75467	80	0.09	80	0.09	200	225
L11B	137382	120219	87.51	120046	0	0	0	0	200	225
L11C	137500	120677	87.77	120475	0	0	0	0	200	225
L11D	104055	90361	86.84	90076	42	0.04	42	0.04	200	225
L12A	144574	126062	87.2	125835	3	0	3	0	200	225
L12B	111882	98594	88.12	98294	11	0.01	11	0.01	200	225
L12C	128798	112931	87.68	112676	6	0	6	0	200	225
L12D	86194	74235	86.13	74023	12	0.01	12	0.01	200	225
L14A	117793	104189	88.45	103955	0	0	0	0	200	225
L14B	85586	74440	86.98	74202	0	0	0	0	200	225
L14C	113203	98398	86.92	98183	0	0	0	0	200	225
L14D	90326	79675	88.21	79532	4	0	4	0	200	225
L15A	102407	87515	85.46	87256	0	0	0	0	200	225
L15B	104089	85693	82.33	85465	25	0.02	25	0.02	200	225
L15C	146321	127884	87.4	127708	36	0.02	31	0.02	200	225
L17A	110582	97007	87.72	96826	0	0	0	0	200	225
L17B	109557	95613	87.27	95398	3	0	3	0	200	225
L17C	98384	86466	87.89	86290	7	0.01	7	0.01	200	225
L17D	117175	103259	88.12	103113	10	0.01	10	0.01	200	225
L19A	129456	112198	86.67	112045	6	0	6	0	200	225
L19B	90405	79462	87.9	79357	9	0.01	9	0.01	200	225
L19C	99903	86952	87.04	86820	4	0	4	0	200	225
L19D	119597	104265	87.18	104121	0	0	0	0	200	225
L20A	94262	82948	88	82818	0	0	0	0	200	225
L20B	120645	106013	87.87	105838	5	0	5	0	200	225
L20CD	97497	81012	83.09	80788	51	0.05	51	0.05	200	225
L22A	127934	113265	88.53	113052	12	0.01	12	0.01	200	225
L22B	71259	62863	88.22	62605	0	0	0	0	200	225
L22C	87257	75705	86.76	75547	0	0	0	0	200	225
L22D	93790	83103	88.61	82929	8	0.01	8	0.01	200	225
L23A	119613	106440	88.99	106282	8	0.01	8	0.01	200	225
L23D	98685	86179	87.33	86062	6	0.01	6	0.01	200	225
L24A	113095	100810	89.14	100614	3	0	3	0	200	225
L24B	86161	75889	88.08	75764	0	0	0	0	200	225
L6A	104665	91121	87.06	90976	0	0	0	0	200	225
L6B	83669	73189	87.47	73014	17	0.02	17	0.02	200	225
L6C	121031	105660	87.3	105453	0	0	0	0	200	225
L6D	88905	75851	85.32	75713	0	0	0	0	200	225
E10A	90164	77310	85.74	77053	74946	83.12	72078	79.94	250	225
E10B	62500	49922	79.88	49708	30385	48.62	28711	45.94	250	225
E10C	92003	76397	83.04	76103	68696	74.67	65707	71.42	250	225
E11A	78819	57328	72.73	55979	34359	43.59	32660	41.44	250	225
E11B	87696	72399	82.56	72076	57784	65.89	52513	59.88	250	225
E11C	95594	76151	79.66	75447	60232	63.01	55719	58.29	250	225
E12A	66702	57748	86.58	57605	56792	85.14	51697	77.5	250	225
E12B	99901	86268	86.35	86015	85005	85.09	76630	76.71	250	225
E12C	146858	126975	86.46	126711	125371	85.37	111618	76	250	225
E14A	130829	109509	83.7	108998	99609	76.14	95115	72.7	250	225
E14B	84586	72464	85.67	72288	70506	83.35	67566	79.88	250	225
E14D	80001	66054	82.57	65512	59747	74.68	58030	72.54	250	225
E15A	55934	43459	77.7	43131	23273	41.61	22009	39.35	250	225
E15C	90660	71648	79.03	71229	41605	45.89	36197	39.93	250	225
E15D	91524	73695	80.52	73189	59162	64.64	49986	54.62	250	225
E17A	74993	54424	72.57	53599	25716	34.29	23485	31.32	250	225
E17B	39698	30072	75.75	29577	18798	47.35	18172	45.78	250	225
E17C	52394	38221	72.95	37627	18909	36.09	16909	32.27	250	225
E17D	18688	13437	71.9	13276	1775	9.5	1752	9.38	250	225
E19A	62548	49930	79.83	49551	35669	57.03	34516	55.18	250	225
E19B	96491	75793	78.55	75298	50152	51.98	47818	49.56	250	225
E19C	109705	82953	75.61	81887	55295	50.4	52897	48.22	250	225
E19D	46879	35300	75.3	35023	13946	29.75	13430	28.65	250	225
E20A	86810	72286	83.27	72002	63211	72.82	60426	69.61	250	225
E20B	107416	91010	84.73	90620	84542	78.71	80196	74.66	250	225
E20C	138402	118985	85.97	118705	115980	83.8	111748	80.74	250	225
E22A	101194	84538	83.54	84284	79089	78.16	75199	74.31	250	225
E22B	144055	124019	86.09	123795	120718	83.8	113444	78.75	250	225
E22D	78502	66130	84.24	65943	61260	78.04	57473	73.21	250	225
E23B	86891	68094	78.37	67760	42326	48.71	40658	46.79	250	225
E23C	93865	80209	85.45	80042	74624	79.5	71629	76.31	250	225
E23D	154959	132400	85.44	132078	127051	81.99	121930	78.69	250	225
E24A	135722	106347	78.36	105501	77057	56.78	70946	52.27	250	225
E24B	75745	54952	72.55	54576	21479	28.36	18182	24	250	225
E24C	86781	73631	84.85	73430	71343	82.21	64985	74.88	250	225
E6A	127636	105839	82.92	105158	94907	74.36	91303	71.53	250	225
E6B	69684	58006	83.24	57440	53309	76.5	51400	73.76	250	225
E6D	52666	39503	75.01	39248	13350	25.35	12781	24.27	250	225
L10A	77831	66408	85.32	66254	64768	83.22	59495	76.44	250	225
L10B	97025	82374	84.9	82138	80135	82.59	72328	74.55	250	225
L10C	147240	124197	84.35	123734	120733	82	107158	72.78	250	225
L10D	91473	77786	85.04	77481	75637	82.69	67530	73.83	250	225
L11A	90428	71802	79.4	71485	58675	64.89	54535	60.31	250	225
L11B	137382	117026	85.18	116790	111870	81.43	96130	69.97	250	225
L11C	137500	117622	85.54	117432	113857	82.81	100720	73.25	250	225
L11D	104055	88063	84.63	87762	81762	78.58	74037	71.15	250	225
L12A	144574	123010	85.08	122789	117649	81.38	105610	73.05	250	225
L12B	111882	96157	85.95	95921	93249	83.35	86904	77.67	250	225
L12C	128798	110193	85.55	109953	107515	83.48	98683	76.62	250	225
L12D	86194	72481	84.09	72262	70680	82	65769	76.3	250	225
L14A	117793	101415	86.1	101167	99589	84.55	93951	79.76	250	225
L14B	85586	72711	84.96	72435	70858	82.79	65941	77.05	250	225
L14C	113203	95751	84.58	95515	93726	82.79	88061	77.79	250	225
L14D	90326	77662	85.98	77518	75949	84.08	72342	80.09	250	225
L15A	102407	84930	82.93	84695	72771	71.06	70152	68.5	250	225
L15B	104089	83004	79.74	82712	64421	61.89	59365	57.03	250	225
L15C	146321	124220	84.9	123972	120205	82.15	115789	79.13	250	225
L17A	110582	94177	85.16	93901	89910	81.31	79851	72.21	250	225
L17B	109557	92696	84.61	92441	88265	80.57	78906	72.02	250	225
L17C	98384	83915	85.29	83749	81443	82.78	74772	76	250	225
L17D	117175	100060	85.39	99872	97880	83.53	89431	76.32	250	225
L19A	129456	109045	84.23	108888	105790	81.72	94048	72.65	250	225
L19B	90405	77036	85.21	76928	74964	82.92	68007	75.22	250	225
L19C	99903	84641	84.72	84428	82339	82.42	74949	75.02	250	225
L19D	119597	101064	84.5	100906	97991	81.93	89713	75.01	250	225
L20A	94262	80497	85.4	80375	79108	83.92	74740	79.29	250	225
L20B	120645	102667	85.1	102497	100529	83.33	94380	78.23	250	225
L20CD	97497	78142	80.15	77912	54640	56.04	51606	52.93	250	225
L22A	127934	110280	86.2	110056	106815	83.49	101015	78.96	250	225
L22B	71259	60643	85.1	60461	57607	80.84	54373	76.3	250	225
L22C	87257	72988	83.65	72809	62512	71.64	59067	67.69	250	225
L22D	93790	80810	86.16	80609	77413	82.54	72983	77.82	250	225
L23A	119613	103592	86.61	103447	102031	85.3	97062	81.15	250	225
L23D	98685	84179	85.3	84037	82952	84.06	78778	79.83	250	225
L24A	113095	98124	86.76	97971	96299	85.15	92099	81.44	250	225
L24B	86161	74095	86	73979	72584	84.24	69356	80.5	250	225
L6A	104665	88438	84.5	88293	86078	82.24	76550	73.14	250	225
L6B	83669	71297	85.21	71131	69284	82.81	61339	73.31	250	225
L6C	121031	102789	84.93	102567	99825	82.48	92959	76.81	250	225
L6D	88905	74029	83.27	73882	72276	81.3	68510	77.06	250	225
E10A	90164	19016	21.09	18981	18891	20.95	18148	20.13	250	295
E10B	62500	11240	17.98	11205	11092	17.75	10573	16.92	250	295
E10C	92003	14443	15.7	14389	14259	15.5	13667	14.85	250	295
E11A	78819	12012	15.24	11883	11714	14.86	11241	14.26	250	295
E11B	87696	14653	16.71	14628	14505	16.54	13533	15.43	250	295
E11C	95594	15430	16.14	15336	15171	15.87	14290	14.95	250	295
E12A	66702	12490	18.73	12476	12376	18.55	11276	16.91	250	295
E12B	99901	18301	18.32	18272	18124	18.14	16312	16.33	250	295
E12C	146858	28151	19.17	28126	27921	19.01	25002	17.02	250	295
E14A	130829	26914	20.57	26851	26682	20.39	25475	19.47	250	295
E14B	84586	17817	21.06	17800	17723	20.95	17010	20.11	250	295
E14D	80001	15564	19.45	15448	15377	19.22	14944	18.68	250	295
E15A	55934	10065	17.99	10018	9895	17.69	9212	16.47	250	295
E15C	90660	17184	18.95	17138	16899	18.64	13917	15.35	250	295
E15D	91524	14564	15.91	14503	14254	15.57	12236	13.37	250	295
E17A	74993	11609	15.48	11445	11294	15.06	10598	14.13	250	295
E17B	39698	5839	14.71	5785	5747	14.48	5525	13.92	250	295
E17C	52394	7093	13.54	7025	6957	13.28	6503	12.41	250	295
E17D	18688	2468	13.21	2407	2365	12.66	2276	12.18	250	295
E19A	62548	11743	18.77	11681	11544	18.46	11145	17.82	250	295
E19B	96491	17514	18.15	17402	17319	17.95	16439	17.04	250	295
E19C	109705	16009	14.59	15903	15806	14.41	15057	13.72	250	295
E19D	46879	6093	13	6070	6015	12.83	5757	12.28	250	295
E20A	86810	14286	16.46	14231	14129	16.28	13553	15.61	250	295
E20B	107416	20017	18.64	19972	19787	18.42	18870	17.57	250	295
E20C	138402	27199	19.65	27160	27009	19.51	26082	18.85	250	295
E22A	101194	13044	12.89	13011	12898	12.75	12325	12.18	250	295
E22B	144055	27050	18.78	26969	26773	18.59	25334	17.59	250	295
E22D	78502	11809	15.04	11748	11577	14.75	10837	13.8	250	295
E23B	86891	11637	13.39	11544	11435	13.16	11009	12.67	250	295
E23C	93865	17541	18.69	17522	17404	18.54	16740	17.83	250	295
E23D	154959	29957	19.33	29905	29744	19.19	28508	18.4	250	295
E24A	135722	16834	12.4	16715	16536	12.18	15475	11.4	250	295
E24B	75745	9399	12.41	9329	9254	12.22	7937	10.48	250	295
E24C	86781	14506	16.72	14435	14364	16.55	13229	15.24	250	295
E6A	127636	25165	19.72	25063	25000	19.59	23993	18.8	250	295
E6B	69684	13694	19.65	13588	13513	19.39	13053	18.73	250	295
E6D	52666	7557	14.35	7437	6955	13.21	6458	12.26	250	295
L10A	77831	14287	18.36	14255	13949	17.92	12976	16.67	250	295
L10B	97025	14458	14.9	14448	14098	14.53	12934	13.33	250	295
L10C	147240	22614	15.36	22596	22098	15.01	20049	13.62	250	295
L10D	91473	15694	17.16	15663	15284	16.71	13908	15.2	250	295
L11A	90428	13707	15.16	13681	13516	14.95	12613	13.95	250	295
L11B	137382	23878	17.38	23743	23423	17.05	20455	14.89	250	295
L11C	137500	24386	17.74	24357	24054	17.49	21580	15.69	250	295
L11D	104055	18163	17.46	18135	17945	17.25	16408	15.77	250	295
L12A	144574	22850	15.81	22789	22605	15.64	20402	14.11	250	295
L12B	111882	20706	18.51	20686	20464	18.29	19199	17.16	250	295
L12C	128798	21746	16.88	21732	21513	16.7	19805	15.38	250	295
L12D	86194	12184	14.14	12175	11931	13.84	11191	12.98	250	295
L14A	117793	23001	19.53	22974	22767	19.33	21609	18.34	250	295
L14B	85586	13436	15.7	13417	13290	15.53	12491	14.59	250	295
L14C	113203	17167	15.16	17145	16952	14.97	16099	14.22	250	295
L14D	90326	17217	19.06	17183	17011	18.83	16335	18.08	250	295
L15A	102407	18428	17.99	18392	18251	17.82	17611	17.2	250	295
L15B	104089	12798	12.3	12757	12598	12.1	11759	11.3	250	295
L15C	146321	29390	20.09	29319	29110	19.89	28068	19.18	250	295
L17A	110582	20423	18.47	20408	20003	18.09	17962	16.24	250	295
L17B	109557	19812	18.08	19759	19412	17.72	17576	16.04	250	295
L17C	98384	18399	18.7	18379	18191	18.49	16848	17.12	250	295
L17D	117175	23693	20.22	23629	23343	19.92	21559	18.4	250	295
L19A	129456	19985	15.44	19915	19537	15.09	17876	13.81	250	295
L19B	90405	18038	19.95	18000	17659	19.53	16315	18.05	250	295
L19C	99903	16723	16.74	16710	16383	16.4	15220	15.23	250	295
L19D	119597	20866	17.45	20849	20503	17.14	18939	15.84	250	295
L20A	94262	17813	18.9	17792	17613	18.69	16729	17.75	250	295
L20B	120645	23390	19.39	23371	23021	19.08	21800	18.07	250	295
L20CD	97497	16819	17.25	16718	16564	16.99	15723	16.13	250	295
L22A	127934	26710	20.88	26631	26357	20.6	24957	19.51	250	295
L22B	71259	11886	16.68	11859	11717	16.44	11074	15.54	250	295
L22C	87257	14007	16.05	13923	13665	15.66	12246	14.03	250	295
L22D	93790	19050	20.31	19025	18733	19.97	17630	18.8	250	295
L23A	119613	25722	21.5	25706	25535	21.35	24425	20.42	250	295
L23D	98685	15415	15.62	15379	15272	15.48	14510	14.7	250	295
L24A	113095	24743	21.88	24722	24595	21.75	23501	20.78	250	295
L24B	86161	15859	18.41	15842	15777	18.31	15070	17.49	250	295
L6A	104665	16991	16.23	16942	16711	15.97	15298	14.62	250	295
L6B	83669	14513	17.35	14440	14226	17	12888	15.4	250	295
L6C	121031	21564	17.82	21494	21269	17.57	19953	16.49	250	295
L6D	88905	11654	13.11	11645	11537	12.98	11021	12.4	250	295
