sample	input	filtered	percent.pass	denoised	merged	percent.merged	non-chimeric	percent.non-chimeric	forward-trunc.	reverse-trunc.
L23D	98685	14569	14.76	14535	14448	14.64	13683	13.87	295	295
L24A	113095	23304	20.61	23273	23066	20.4	22079	19.52	295	295
L24B	86161	15090	17.51	15059	14935	17.33	14310	16.61	295	295
L6A	104665	15873	15.17	15868	15685	14.99	14324	13.69	295	295
L6B	83669	13753	16.44	13713	13558	16.2	12286	14.68	295	295
L6C	121031	20324	16.79	20238	20052	16.57	18718	15.47	295	295
L6D	88905	11033	12.41	11025	10923	12.29	10419	11.72	295	295
E10A	90164	50879	56.43	50785	50623	56.15	48659	53.97	275	275
E10B	62500	29382	47.01	29295	29003	46.4	27025	43.24	275	275
E10C	92003	44928	48.83	44794	44349	48.2	42382	46.07	275	275
E11A	78819	31558	40.04	31175	30781	39.05	29098	36.92	275	275
E11B	87696	42999	49.03	42899	42517	48.48	38684	44.11	275	275
E11C	95594	44533	46.59	44322	43725	45.74	40416	42.28	275	275
E12A	66702	36374	54.53	36291	36062	54.06	32961	49.42	275	275
E12B	99901	54222	54.28	54134	53772	53.83	48698	48.75	275	275
E12C	146858	81026	55.17	80819	80237	54.64	71980	49.01	275	275
E14A	130829	70537	53.92	70344	70025	53.52	66734	51.01	275	275
E14B	84586	47772	56.48	47690	47576	56.25	45534	53.83	275	275
E14D	80001	41745	52.18	41594	41366	51.71	40112	50.14	275	275
E15A	55934	25206	45.06	25057	24807	44.35	22746	40.67	275	275
E15C	90660	42205	46.55	42051	41593	45.88	35636	39.31	275	275
E15D	91524	42748	46.71	42580	41925	45.81	35131	38.38	275	275
E17A	74993	28954	38.61	28700	28278	37.71	25874	34.5	275	275
E17B	39698	16359	41.21	16197	16107	40.57	15324	38.6	275	275
E17C	52394	19578	37.37	19335	19048	36.36	17184	32.8	275	275
E17D	18688	6326	33.85	6242	6143	32.87	5743	30.73	275	275
E19A	62548	30124	48.16	29962	29760	47.58	28407	45.42	275	275
E19B	96491	44616	46.24	44358	43890	45.49	41213	42.71	275	275
E19C	109705	45389	41.37	45098	44811	40.85	42386	38.64	275	275
E19D	46879	17406	37.13	17275	17090	36.46	15916	33.95	275	275
E20A	86810	43162	49.72	43049	42787	49.29	40861	47.07	275	275
E20B	107416	57311	53.35	57160	56804	52.88	53846	50.13	275	275
E20C	138402	76420	55.22	76328	76090	54.98	73274	52.94	275	275
E22A	101194	47256	46.7	47118	46637	46.09	44628	44.1	275	275
E22B	144055	78674	54.61	78577	78154	54.25	73860	51.27	275	275
E22D	78502	38597	49.17	38532	38172	48.63	35887	45.71	275	275
E23B	86891	35971	41.4	35838	35494	40.85	33584	38.65	275	275
E23C	93865	50374	53.67	50301	49978	53.24	47887	51.02	275	275
E23D	154959	84446	54.5	84288	83717	54.03	80199	51.75	275	275
E24A	135722	55335	40.77	55095	54530	40.18	50407	37.14	275	275
E24B	75745	26461	34.93	26314	26087	34.44	22810	30.11	275	275
E24C	86781	44800	51.62	44686	44461	51.23	40836	47.06	275	275
E6A	127636	67464	52.86	67154	66869	52.39	64074	50.2	275	275
E6B	69684	37054	53.17	36864	36694	52.66	35324	50.69	275	275
E6D	52666	20354	38.65	20242	19286	36.62	17441	33.12	275	275
L10A	77831	41791	53.69	41687	41109	52.82	37985	48.8	275	275
L10B	97025	48687	50.18	48580	47850	49.32	43443	44.78	275	275
L10C	147240	74058	50.3	73928	72477	49.22	64644	43.9	275	275
L10D	91473	48361	52.87	48302	47442	51.86	42641	46.62	275	275
L11A	90428	41809	46.23	41732	41154	45.51	38098	42.13	275	275
L11B	137382	72124	52.5	72045	71168	51.8	61287	44.61	275	275
L11C	137500	71353	51.89	71241	70367	51.18	62836	45.7	275	275
L11D	104055	52850	50.79	52745	52297	50.26	47714	45.85	275	275
L12A	144574	71543	49.49	71482	70932	49.06	63939	44.23	275	275
L12B	111882	59291	52.99	59235	58732	52.49	55097	49.25	275	275
L12C	128798	66231	51.42	66154	65407	50.78	60375	46.88	275	275
L12D	86194	40831	47.37	40780	40305	46.76	37809	43.87	275	275
L14A	117793	64160	54.47	64092	63557	53.96	60147	51.06	275	275
L14B	85586	42313	49.44	42252	41769	48.8	39045	45.62	275	275
L14C	113203	55421	48.96	55369	54776	48.39	51660	45.63	275	275
L14D	90326	48343	53.52	48293	47903	53.03	45815	50.72	275	275
L15A	102407	50664	49.47	50557	50343	49.16	48372	47.24	275	275
L15B	104089	41602	39.97	41555	41274	39.65	38032	36.54	275	275
L15C	146321	80525	55.03	80458	79965	54.65	76854	52.52	275	275
L17A	110582	59348	53.67	59273	58331	52.75	52044	47.06	275	275
L17B	109557	58141	53.07	58054	57088	52.11	51160	46.7	275	275
L17C	98384	53341	54.22	53262	52616	53.48	48590	49.39	275	275
L17D	117175	65258	55.69	65138	64381	54.94	59232	50.55	275	275
L19A	129456	64951	50.17	64835	63662	49.18	56617	43.73	275	275
L19B	90405	50009	55.32	49898	49031	54.23	44622	49.36	275	275
L19C	99903	51466	51.52	51370	50550	50.6	46116	46.16	275	275
L19D	119597	62825	52.53	62750	61681	51.57	56614	47.34	275	275
L20A	94262	51396	54.52	51351	50804	53.9	48214	51.15	275	275
L20B	120645	66498	55.12	66428	65557	54.34	61863	51.28	275	275
L20CD	97497	46039	47.22	45905	45529	46.7	42644	43.74	275	275
L22A	127934	71987	56.27	71923	71412	55.82	67455	52.73	275	275
L22B	71259	37212	52.22	37133	36907	51.79	34733	48.74	275	275
L22C	87257	43100	49.39	43033	42744	48.99	39079	44.79	275	275
L22D	93790	52272	55.73	52199	51792	55.22	48681	51.9	275	275
L23A	119613	68837	57.55	68778	68381	57.17	65355	54.64	275	275
L23D	98685	50353	51.02	50309	49970	50.64	47591	48.23	275	275
L24A	113095	65292	57.73	65190	64797	57.29	61899	54.73	275	275
L24B	86161	46669	54.16	46594	46275	53.71	44190	51.29	275	275
L6A	104665	54086	51.68	53990	53213	50.84	47534	45.42	275	275
L6B	83669	44070	52.67	44000	43372	51.84	38492	46.01	275	275
L6C	121031	64289	53.12	64191	63418	52.4	59001	48.75	275	275
L6D	88905	41742	46.95	41685	41275	46.43	39137	44.02	275	275
E10A	90164	18725	20.77	18695	18631	20.66	17893	19.84	275	295
E10B	62500	11009	17.61	10987	10876	17.4	10324	16.52	275	295
E10C	92003	14232	15.47	14181	14063	15.29	13466	14.64	275	295
E11A	78819	11751	14.91	11623	11422	14.49	10928	13.86	275	295
E11B	87696	14442	16.47	14307	14194	16.19	13309	15.18	275	295
E11C	95594	15111	15.81	15029	14876	15.56	13981	14.63	275	295
E12A	66702	12318	18.47	12299	12214	18.31	11154	16.72	275	295
E12B	99901	18061	18.08	18033	17936	17.95	16121	16.14	275	295
E12C	146858	27786	18.92	27762	27526	18.74	24723	16.83	275	295
E14A	130829	26393	20.17	26335	26205	20.03	24983	19.1	275	295
E14B	84586	17512	20.7	17497	17437	20.61	16716	19.76	275	295
E14D	80001	15259	19.07	15144	15075	18.84	14644	18.3	275	295
E15A	55934	9814	17.55	9774	9637	17.23	8949	16	275	295
E15C	90660	16771	18.5	16725	16499	18.2	13513	14.91	275	295
E15D	91524	14292	15.62	14227	13995	15.29	11946	13.05	275	295
E17A	74993	11286	15.05	11097	10950	14.6	10127	13.5	275	295
E17B	39698	5709	14.38	5657	5620	14.16	5367	13.52	275	295
E17C	52394	6903	13.18	6824	6748	12.88	6288	12	275	295
E17D	18688	2401	12.85	2338	2300	12.31	2182	11.68	275	295
E19A	62548	11488	18.37	11428	11290	18.05	10860	17.36	275	295
E19B	96491	17129	17.75	17038	16974	17.59	16042	16.63	275	295
E19C	109705	15661	14.28	15582	15499	14.13	14725	13.42	275	295
E19D	46879	5924	12.64	5887	5825	12.43	5544	11.83	275	295
E20A	86810	14030	16.16	13969	13817	15.92	13232	15.24	275	295
E20B	107416	19718	18.36	19675	19509	18.16	18579	17.3	275	295
E20C	138402	26749	19.33	26703	26569	19.2	25645	18.53	275	295
E22A	101194	12838	12.69	12801	12714	12.56	12161	12.02	275	295
E22B	144055	26639	18.49	26599	26433	18.35	24993	17.35	275	295
E22D	78502	11618	14.8	11579	11436	14.57	10730	13.67	275	295
E23B	86891	11395	13.11	11308	11188	12.88	10703	12.32	275	295
E23C	93865	17229	18.36	17210	17098	18.22	16435	17.51	275	295
E23D	154959	29499	19.04	29447	29312	18.92	28091	18.13	275	295
E24A	135722	16487	12.15	16343	16177	11.92	15090	11.12	275	295
E24B	75745	9060	11.96	9011	8931	11.79	7588	10.02	275	295
E24C	86781	14294	16.47	14231	14158	16.31	13068	15.06	275	295
E6A	127636	24719	19.37	24603	24547	19.23	23515	18.42	275	295
E6B	69684	13487	19.35	13378	13276	19.05	12823	18.4	275	295
E6D	52666	7371	14	7291	6858	13.02	6272	11.91	275	295
L10A	77831	14063	18.07	14033	13754	17.67	12776	16.42	275	295
L10B	97025	14259	14.7	14249	13931	14.36	12769	13.16	275	295
L10C	147240	22297	15.14	22280	21811	14.81	19762	13.42	275	295
L10D	91473	15458	16.9	15449	15111	16.52	13731	15.01	275	295
L11A	90428	13204	14.6	13177	13027	14.41	12137	13.42	275	295
L11B	137382	23489	17.1	23459	23190	16.88	20181	14.69	275	295
L11C	137500	23973	17.43	23928	23687	17.23	21210	15.43	275	295
L11D	104055	17856	17.16	17733	17597	16.91	16176	15.55	275	295
L12A	144574	22483	15.55	22422	22261	15.4	20125	13.92	275	295
L12B	111882	20346	18.19	20326	20131	17.99	18891	16.88	275	295
L12C	128798	21422	16.63	21408	21232	16.48	19556	15.18	275	295
L12D	86194	11977	13.9	11968	11782	13.67	11065	12.84	275	295
L14A	117793	22617	19.2	22593	22438	19.05	21300	18.08	275	295
L14B	85586	13244	15.47	13228	13106	15.31	12311	14.38	275	295
L14C	113203	16912	14.94	16890	16723	14.77	15877	14.03	275	295
L14D	90326	16947	18.76	16910	16770	18.57	16103	17.83	275	295
L15A	102407	18091	17.67	18052	17919	17.5	17262	16.86	275	295
L15B	104089	12528	12.04	12495	12353	11.87	11467	11.02	275	295
L15C	146321	28849	19.72	28804	28614	19.56	27623	18.88	275	295
L17A	110582	20075	18.15	20060	19719	17.83	17704	16.01	275	295
L17B	109557	19451	17.75	19384	19095	17.43	17298	15.79	275	295
L17C	98384	18111	18.41	18090	17928	18.22	16621	16.89	275	295
L17D	117175	23217	19.81	23205	22960	19.59	21190	18.08	275	295
L19A	129456	19595	15.14	19500	19153	14.79	17489	13.51	275	295
L19B	90405	17698	19.58	17680	17373	19.22	16014	17.71	275	295
L19C	99903	16425	16.44	16389	16065	16.08	14912	14.93	275	295
L19D	119597	20482	17.13	20467	20152	16.85	18602	15.55	275	295
L20A	94262	17506	18.57	17485	17313	18.37	16453	17.45	275	295
L20B	120645	22964	19.03	22945	22617	18.75	21417	17.75	275	295
L20CD	97497	16446	16.87	16366	16231	16.65	15298	15.69	275	295
L22A	127934	26294	20.55	26238	26029	20.35	24677	19.29	275	295
L22B	71259	11659	16.36	11603	11491	16.13	10876	15.26	275	295
L22C	87257	13688	15.69	13611	13381	15.34	12033	13.79	275	295
L22D	93790	18729	19.97	18699	18456	19.68	17344	18.49	275	295
L23A	119613	25331	21.18	25317	25201	21.07	24108	20.15	275	295
L23D	98685	15172	15.37	15137	15053	15.25	14303	14.49	275	295
L24A	113095	24347	21.53	24329	24217	21.41	23154	20.47	275	295
L24B	86161	15615	18.12	15599	15545	18.04	14869	17.26	275	295
L6A	104665	16698	15.95	16649	16453	15.72	15023	14.35	275	295
L6B	83669	14302	17.09	14250	14069	16.82	12719	15.2	275	295
L6C	121031	21210	17.52	21161	20946	17.31	19600	16.19	275	295
L6D	88905	11463	12.89	11433	11337	12.75	10820	12.17	275	295
E10A	90164	79510	88.18	79181	77	0.09	77	0.09	250	200
E10B	62500	52028	83.24	51766	135	0.22	135	0.22	250	200
E10C	92003	79701	86.63	79348	86	0.09	86	0.09	250	200
E11A	78819	60603	76.89	59015	2028	2.57	1876	2.38	250	200
E11B	87696	75471	86.06	75139	99	0.11	75	0.09	250	200
E11C	95594	79702	83.38	78878	621	0.65	597	0.62	250	200
E12A	66702	59652	89.43	59486	4	0.01	4	0.01	250	200
E12B	99901	89350	89.44	89086	33	0.03	33	0.03	250	200
E12C	146858	131248	89.37	130945	6	0	6	0	250	200
E14A	130829	113019	86.39	112470	130	0.1	130	0.1	250	200
E14B	84586	74329	87.87	74114	28	0.03	28	0.03	250	200
E14D	80001	68127	85.16	67508	260	0.32	260	0.32	250	200
E15A	55934	45257	80.91	44844	186	0.33	143	0.26	250	200
E15C	90660	74580	82.26	74145	466	0.51	434	0.48	250	200
E15D	91524	76921	84.04	76315	364	0.4	364	0.4	250	200
E17A	74993	57539	76.73	56533	1632	2.18	1446	1.93	250	200
E17B	39698	31758	80	31214	418	1.05	418	1.05	250	200
E17C	52394	40584	77.46	39887	858	1.64	830	1.58	250	200
E17D	18688	14214	76.06	13968	61	0.33	61	0.33	250	200
E19A	62548	51908	82.99	51439	311	0.5	311	0.5	250	200
E19B	96491	79051	81.93	78507	762	0.79	731	0.76	250	200
E19C	109705	87260	79.54	86019	1879	1.71	1704	1.55	250	200
E19D	46879	37441	79.87	37138	165	0.35	120	0.26	250	200
E20A	86810	75152	86.57	74844	95	0.11	95	0.11	250	200
E20B	107416	94280	87.77	93802	141	0.13	127	0.12	250	200
E20C	138402	122723	88.67	122407	22	0.02	22	0.02	250	200
E22A	101194	88681	87.63	88403	53	0.05	53	0.05	250	200
E22B	144055	128181	88.98	127915	0	0	0	0	250	200
E22D	78502	69001	87.9	68788	9	0.01	9	0.01	250	200
E23B	86891	71950	82.8	71644	212	0.24	206	0.24	250	200
E23C	93865	83001	88.43	82816	18	0.02	18	0.02	250	200
E23D	154959	136742	88.24	136361	74	0.05	74	0.05	250	200
E24A	135722	112617	82.98	111736	1132	0.83	1092	0.8	250	200
E24B	75745	58425	77.13	57998	323	0.43	322	0.43	250	200
E24C	86781	76487	88.14	76255	32	0.04	20	0.02	250	200
E6A	127636	109580	85.85	108853	424	0.33	421	0.33	250	200
E6B	69684	59932	86.01	59286	238	0.34	238	0.34	250	200
E6D	52666	41667	79.12	41374	213	0.4	194	0.37	250	200
L10A	77831	68651	88.21	68482	0	0	0	0	250	200
L10B	97025	85766	88.4	85527	0	0	0	0	250	200
L10C	147240	129468	87.93	129113	15	0.01	8	0.01	250	200
L10D	91473	80566	88.08	80332	25	0.03	25	0.03	250	200
L11A	90428	74050	81.89	73702	97	0.11	97	0.11	250	200
L11B	137382	121307	88.3	121026	0	0	0	0	250	200
L11C	137500	121787	88.57	121588	3	0	3	0	250	200
L11D	104055	91389	87.83	91051	58	0.06	58	0.06	250	200
L12A	144574	127769	88.38	127552	3	0	3	0	250	200
L12B	111882	99463	88.9	99271	11	0.01	11	0.01	250	200
L12C	128798	114103	88.59	113814	0	0	0	0	250	200
L12D	86194	75790	87.93	75552	29	0.03	29	0.03	250	200
L14A	117793	104642	88.84	104340	0	0	0	0	250	200
L14B	85586	75750	88.51	75463	0	0	0	0	250	200
L14C	113203	99491	87.89	99253	5	0	5	0	250	200
L14D	90326	80258	88.85	80086	4	0	4	0	250	200
L15A	102407	88110	86.04	87819	0	0	0	0	250	200
L15B	104089	87278	83.85	86995	22	0.02	22	0.02	250	200
L15C	146321	127816	87.35	127519	36	0.02	33	0.02	250	200
L17A	110582	97142	87.85	96943	0	0	0	0	250	200
L17B	109557	95575	87.24	95297	3	0	3	0	250	200
L17C	98384	86495	87.92	86319	7	0.01	7	0.01	250	200
L17D	117175	102775	87.71	102534	4	0	4	0	250	200
L19A	129456	113128	87.39	112941	2	0	2	0	250	200
L19B	90405	79195	87.6	79072	3	0	3	0	250	200
L19C	99903	87651	87.74	87432	2	0	2	0	250	200
L19D	119597	104332	87.24	104163	0	0	0	0	250	200
L20A	94262	82856	87.9	82720	0	0	0	0	250	200
L20B	120645	105738	87.64	105551	6	0	6	0	250	200
L20CD	97497	81353	83.44	81088	77	0.08	76	0.08	250	200
L22A	127934	113558	88.76	113296	14	0.01	14	0.01	250	200
L22B	71259	62310	87.44	62110	0	0	0	0	250	200
L22C	87257	75355	86.36	75155	0	0	0	0	250	200
L22D	93790	83230	88.74	82998	10	0.01	10	0.01	250	200
L23A	119613	106458	89	106275	8	0.01	8	0.01	250	200
L23D	98685	87456	88.62	87306	6	0.01	6	0.01	250	200
L24A	113095	100772	89.1	100562	3	0	3	0	250	200
L24B	86161	76628	88.94	76494	0	0	0	0	250	200
L6A	104665	91405	87.33	91244	0	0	0	0	250	200
L6B	83669	73896	88.32	73604	18	0.02	18	0.02	250	200
L6C	121031	106236	87.78	106009	0	0	0	0	250	200
L6D	88905	77486	87.16	77302	0	0	0	0	250	200
E10A	90164	52114	57.8	51993	51769	57.42	49783	55.21	250	275
E10B	62500	30266	48.43	30213	29882	47.81	27931	44.69	250	275
E10C	92003	45969	49.96	45808	45386	49.33	43417	47.19	250	275
E11A	78819	32553	41.3	32164	31776	40.32	30062	38.14	250	275
E11B	87696	43959	50.13	43805	43398	49.49	39642	45.2	250	275
E11C	95594	45710	47.82	45500	44876	46.94	41544	43.46	250	275
E12A	66702	37130	55.67	37023	36742	55.08	33625	50.41	250	275
E12B	99901	55239	55.29	55124	54730	54.78	49603	49.65	250	275
E12C	146858	82613	56.25	82472	81900	55.77	73409	49.99	250	275
E14A	130829	72354	55.3	72149	71788	54.87	68490	52.35	250	275
E14B	84586	49055	57.99	48971	48841	57.74	46754	55.27	250	275
E14D	80001	43053	53.82	42886	42622	53.28	41331	51.66	250	275
E15A	55934	26102	46.67	25972	25700	45.95	23531	42.07	250	275
E15C	90660	43630	48.12	43437	42932	47.35	36961	40.77	250	275
E15D	91524	43847	47.91	43636	43066	47.05	36367	39.73	250	275
E17A	74993	30038	40.05	29769	29326	39.1	26886	35.85	250	275
E17B	39698	16817	42.36	16659	16579	41.76	15810	39.83	250	275
E17C	52394	20265	38.68	20026	19761	37.72	17892	34.15	250	275
E17D	18688	6582	35.22	6495	6432	34.42	6041	32.33	250	275
E19A	62548	31047	49.64	30910	30664	49.02	29320	46.88	250	275
E19B	96491	45961	47.63	45712	45165	46.81	42440	43.98	250	275
E19C	109705	46701	42.57	46434	46113	42.03	43595	39.74	250	275
E19D	46879	17992	38.38	17911	17723	37.81	16538	35.28	250	275
E20A	86810	44258	50.98	44163	43884	50.55	41906	48.27	250	275
E20B	107416	58665	54.61	58495	58106	54.09	55082	51.28	250	275
E20C	138402	78293	56.57	78197	77874	56.27	75011	54.2	250	275
E22A	101194	48238	47.67	48096	47536	46.98	45490	44.95	250	275
E22B	144055	80484	55.87	80381	79871	55.44	75428	52.36	250	275
E22D	78502	39458	50.26	39390	39010	49.69	36622	46.65	250	275
E23B	86891	36924	42.49	36761	36404	41.9	34525	39.73	250	275
E23C	93865	51567	54.94	51508	51173	54.52	49045	52.25	250	275
E23D	154959	86382	55.75	86224	85581	55.23	81994	52.91	250	275
E24A	135722	56784	41.84	56534	55999	41.26	51912	38.25	250	275
E24B	75745	27589	36.42	27448	27256	35.98	23979	31.66	250	275
E24C	86781	45805	52.78	45695	45472	52.4	41886	48.27	250	275
E6A	127636	69139	54.17	68825	68567	53.72	65698	51.47	250	275
E6B	69684	37996	54.53	37781	37555	53.89	36166	51.9	250	275
E6D	52666	21095	40.05	20979	19978	37.93	18126	34.42	250	275
L10A	77831	42820	55.02	42704	42030	54	38911	49.99	250	275
L10B	97025	49664	51.19	49632	48788	50.28	44337	45.7	250	275
L10C	147240	75598	51.34	75408	73878	50.18	66066	44.87	250	275
L10D	91473	49475	54.09	49383	48399	52.91	43590	47.65	250	275
L11A	90428	44135	48.81	43950	43360	47.95	40213	44.47	250	275
L11B	137382	73709	53.65	73595	72529	52.79	62741	45.67	250	275
L11C	137500	72989	53.08	72900	71899	52.29	64382	46.82	250	275
L11D	104055	54041	51.94	53933	53393	51.31	48829	46.93	250	275
L12A	144574	73086	50.55	73014	72365	50.05	65333	45.19	250	275
L12B	111882	60651	54.21	60592	59923	53.56	56294	50.32	250	275
L12C	128798	67636	52.51	67556	66698	51.78	61581	47.81	250	275
L12D	86194	41710	48.39	41634	41066	47.64	38607	44.79	250	275
L14A	117793	65651	55.73	65557	64890	55.09	61499	52.21	250	275
L14B	85586	43186	50.46	43126	42577	49.75	39854	46.57	250	275
L14C	113203	56660	50.05	56592	55936	49.41	52817	46.66	250	275
L14D	90326	49426	54.72	49371	48901	54.14	46795	51.81	250	275
L15A	102407	52033	50.81	51914	51639	50.43	49643	48.48	250	275
L15B	104089	42715	41.04	42596	42321	40.66	39127	37.59	250	275
L15C	146321	82813	56.6	82741	82083	56.1	78916	53.93	250	275
L17A	110582	60892	55.07	60795	59754	54.04	53461	48.35	250	275
L17B	109557	59860	54.64	59766	58625	53.51	52740	48.14	250	275
L17C	98384	54734	55.63	54634	53907	54.79	49799	50.62	250	275
L17D	117175	67184	57.34	67100	66248	56.54	60982	52.04	250	275
L19A	129456	66564	51.42	66390	65151	50.33	58189	44.95	250	275
L19B	90405	51464	56.93	51316	50417	55.77	46006	50.89	250	275
L19C	99903	52826	52.88	52756	51675	51.73	47302	47.35	250	275
L19D	119597	64460	53.9	64350	63054	52.72	58013	48.51	250	275
L20A	94262	52788	56	52739	52112	55.28	49488	52.5	250	275
L20B	120645	68399	56.69	68336	67354	55.83	63567	52.69	250	275
L20CD	97497	47469	48.69	47352	46899	48.1	43988	45.12	250	275
L22A	127934	73678	57.59	73606	72959	57.03	68950	53.89	250	275
L22B	71259	38427	53.93	38331	37983	53.3	35736	50.15	250	275
L22C	87257	44417	50.9	44341	44008	50.43	40121	45.98	250	275
L22D	93790	53562	57.11	53488	52888	56.39	49743	53.04	250	275
L23A	119613	70532	58.97	70472	69883	58.42	66801	55.85	250	275
L23D	98685	51448	52.13	51368	50910	51.59	48538	49.18	250	275
L24A	113095	66882	59.14	66776	66307	58.63	63371	56.03	250	275
L24B	86161	47761	55.43	47686	47348	54.95	45242	52.51	250	275
L6A	104665	55491	53.02	55450	54572	52.14	48959	46.78	250	275
L6B	83669	45033	53.82	44956	44283	52.93	39504	47.21	250	275
L6C	121031	65810	54.37	65674	64836	53.57	60458	49.95	250	275
L6D	88905	42615	47.93	42553	42106	47.36	39964	44.95	250	275
E10A	90164	81166	90.02	80849	59	0.07	59	0.07	225	200
E10B	62500	53379	85.41	53094	126	0.2	126	0.2	225	200
E10C	92003	81382	88.46	80958	78	0.08	78	0.08	225	200
E11A	78819	62694	79.54	61162	2122	2.69	1915	2.43	225	200
E11B	87696	77162	87.99	76817	103	0.12	78	0.09	225	200
E11C	95594	81821	85.59	80978	644	0.67	640	0.67	225	200
E12A	66702	60749	91.08	60546	8	0.01	8	0.01	225	200
E12B	99901	90830	90.92	90574	72	0.07	72	0.07	225	200
E12C	146858	133526	90.92	133181	15	0.01	15	0.01	225	200
E14A	130829	115535	88.31	114966	126	0.1	126	0.1	225	200
E14B	84586	76036	89.89	75786	28	0.03	28	0.03	225	200
E14D	80001	70007	87.51	69333	165	0.21	165	0.21	225	200
E15A	55934	46681	83.46	46130	155	0.28	155	0.28	225	200
E15C	90660	76680	84.58	76222	424	0.47	424	0.47	225	200
E15D	91524	78880	86.19	78267	283	0.31	283	0.31	225	200
E17A	74993	59811	79.76	58747	1499	2	1288	1.72	225	200
E17B	39698	32712	82.4	32171	412	1.04	412	1.04	225	200
E17C	52394	41985	80.13	41311	834	1.59	804	1.53	225	200
E17D	18688	14793	79.16	14516	54	0.29	54	0.29	225	200
E19A	62548	53250	85.13	52781	295	0.47	295	0.47	225	200
E19B	96491	81268	84.22	80663	608	0.63	577	0.6	225	200
E19C	109705	89946	81.99	88611	1700	1.55	1620	1.48	225	200
E19D	46879	38664	82.48	38349	156	0.33	109	0.23	225	200
E20A	86810	76793	88.46	76445	98	0.11	98	0.11	225	200
E20B	107416	96093	89.46	95606	122	0.11	122	0.11	225	200
E20C	138402	125150	90.42	124883	23	0.02	23	0.02	225	200
E22A	101194	90223	89.16	89969	47	0.05	47	0.05	225	200
E22B	144055	130633	90.68	130378	14	0.01	14	0.01	225	200
E22D	78502	70323	89.58	70133	9	0.01	9	0.01	225	200
E23B	86891	73892	85.04	73589	221	0.25	215	0.25	225	200
E23C	93865	84664	90.2	84462	19	0.02	19	0.02	225	200
E23D	154959	139521	90.04	139089	64	0.04	64	0.04	225	200
E24A	135722	115366	85	114495	979	0.72	935	0.69	225	200
E24B	75745	60516	79.89	60093	291	0.38	291	0.38	225	200
E24C	86781	77926	89.8	77694	21	0.02	21	0.02	225	200
E6A	127636	112175	87.89	111412	399	0.31	396	0.31	225	200
E6B	69684	61299	87.97	60573	214	0.31	214	0.31	225	200
E6D	52666	43211	82.05	42894	213	0.4	213	0.4	225	200
L10A	77831	70055	90.01	69888	0	0	0	0	225	200
L10B	97025	87344	90.02	87159	0	0	0	0	225	200
L10C	147240	131932	89.6	131651	18	0.01	11	0.01	225	200
L10D	91473	82202	89.86	82002	47	0.05	47	0.05	225	200
L11A	90428	76950	85.1	76469	103	0.11	103	0.11	225	200
L11B	137382	123724	90.06	123416	0	0	0	0	225	200
L11C	137500	124229	90.35	123841	0	0	0	0	225	200
L11D	104055	93294	89.66	92990	60	0.06	60	0.06	225	200
L12A	144574	130239	90.08	130033	3	0	3	0	225	200
L12B	111882	101433	90.66	101095	14	0.01	14	0.01	225	200
L12C	128798	116240	90.25	115830	6	0	6	0	225	200
L12D	86194	77235	89.61	77005	26	0.03	26	0.03	225	200
L14A	117793	106718	90.6	106379	0	0	0	0	225	200
L14B	85586	77194	90.19	76916	0	0	0	0	225	200
L14C	113203	101589	89.74	101336	5	0	5	0	225	200
L14D	90326	81861	90.63	81681	4	0	4	0	225	200
L15A	102407	90231	88.11	89904	0	0	0	0	225	200
L15B	104089	89542	86.02	89232	28	0.03	28	0.03	225	200
L15C	146321	130721	89.34	130498	58	0.04	53	0.04	225	200
L17A	110582	99250	89.75	99003	0	0	0	0	225	200
L17B	109557	97887	89.35	97684	5	0	5	0	225	200
L17C	98384	88464	89.92	88230	7	0.01	7	0.01	225	200
L17D	117175	105106	89.7	104932	10	0.01	10	0.01	225	200
L19A	129456	115741	89.41	115555	4	0	4	0	225	200
L19B	90405	81034	89.63	80916	8	0.01	8	0.01	225	200
L19C	99903	89565	89.65	89423	4	0	4	0	225	200
L19D	119597	106898	89.38	106720	0	0	0	0	225	200
L20A	94262	84652	89.81	84501	0	0	0	0	225	200
L20B	120645	108265	89.74	108077	4	0	4	0	225	200
L20CD	97497	83545	85.69	83323	57	0.06	57	0.06	225	200
L22A	127934	115806	90.52	115569	18	0.01	18	0.01	225	200
L22B	71259	63989	89.8	63797	0	0	0	0	225	200
L22C	87257	77298	88.59	77116	0	0	0	0	225	200
L22D	93790	84959	90.58	84745	10	0.01	10	0.01	225	200
L23A	119613	108651	90.84	108460	8	0.01	8	0.01	225	200
L23D	98685	89046	90.23	88910	6	0.01	6	0.01	225	200
L24A	113095	102818	90.91	102638	3	0	3	0	225	200
L24B	86161	78096	90.64	77951	0	0	0	0	225	200
L6A	104665	93602	89.43	93413	0	0	0	0	225	200
L6B	83669	75389	90.1	75192	22	0.03	22	0.03	225	200
L6C	121031	108554	89.69	108305	0	0	0	0	225	200
L6D	88905	79034	88.9	78865	0	0	0	0	225	200
E10A	90164	68471	75.94	68266	67909	75.32	65290	72.41	250	250
E10B	62500	42697	68.32	42544	42148	67.44	39481	63.17	250	250
E10C	92003	64996	70.65	64766	64085	69.66	61196	66.52	250	250
E11A	78819	47420	60.16	46471	45301	57.47	42861	54.38	250	250
E11B	87696	61768	70.43	61517	60923	69.47	55497	63.28	250	250
E11C	95594	64396	67.36	63858	62817	65.71	58257	60.94	250	250
